"unique_trial_id","subject_id","RT","correctness","mousetrackingDuration","movementDirection","exemplar","traveledDistance","trial_type","mouse_question","MAD","AUC","xpos_flips","ypos_flips","initiation_time","total_dist","prototype_label","z_AUC","z_RT","z_initiation_time"
"699",2063,1207,"Correct",1098,54.32430045,"Snake",82,"Typical","Mouse",-58.464099379895,4742,0,0,0,1471.01266274389,"straight",-0.906577582343669,-0.40884034901714,-1.01559271926721
"700",2063,1184,"Correct",1075,50.73110179,"Clownfish",110,"Typical","Mouse",-121.375353179792,51570.5,1,0,180,1639.08486436765,"straight",-0.759425870374896,-0.464884023935624,0.481070235442364
"701",2063,1322,"Correct",1205,67.19317838,"Seal",117,"Atypical","Mouse",611.384296954307,294581.5,3,0,270,2153.95479899428,"curved",0.00420065358473034,-0.148115426570279,1.22940171279715
"702",2063,1154,"Correct",973,57.24839442,"Eagle",86,"Typical","Mouse",99.0946122793042,55902,0,0,0,1499.632110464,"straight",-0.745814765163481,-0.71342553879151,-1.01559271926721
"704",2063,2753,"Correct",2247,78.28116299,"Salamander",174,"Atypical","Mouse",1290.62164288596,802993.5,2,3,180,3112.39346215404,"dCoM",1.60181100167334,2.39090671538887,0.481070235442364
"705",2063,1193,"Correct",1021,62.09758454,"Tuna",103,"Typical","Mouse",334.629567425469,198094.5,1,0,0,1706.43881683519,"curved",-0.298995631428263,-0.596464825918152,-1.01559271926721
"707",2062,1416,"Correct",1314,56.61986843,"Cangaroo",49,"Typical","Mouse",-23.8079404862053,-4298,0,0,540,803.709145706516,"straight",-0.698457540501091,-1.17835244667522,-0.11787244875769
"709",2062,1734,"Correct",1530,69.78230205,"Elephant",47,"Typical","Mouse",389.834245417744,199159,2,3,0,1253.40724679693,"cCoM",0.821709952716745,-0.739575935567408,-1.26712882414517
"711",2062,2978,"Correct",2826,54.67082873,"Guineapig",57,"Typical","Mouse",-20.6795822338428,1845.5,2,1,1260,860.911450046779,"straight",-0.652555217186662,1.89308313107947,1.41446938509228
"712",2062,1582,"Correct",1400,50.95643837,"Tuna",47,"Typical","Mouse",-50.108488339345,-11195,1,1,0,850.375186993819,"straight",-0.74998978171532,-1.00365439132674,-1.26712882414517
"713",2062,2048,"Correct",1930,61.29037262,"Clownfish",50,"Typical","Mouse",639.265993576024,294583,3,3,990,1719.02177245335,"cCoM",1.53468843403132,0.0729731590766911,0.839841197398543
"716",2062,1652,"Correct",1522,52.92378868,"Dove",43,"Typical","Mouse",56.1968199961779,23004.5,0,1,720,849.654134988817,"straight",-0.494461742943966,-0.75582691746029,0.265213009704803
"717",2062,4112,"Correct",1949,50.64721547,"Seal",41,"Atypical","Mouse",77.7890506824374,43502,0,0,1530,898.441673918516,"straight",-0.341310791183974,0.111569241072286,1.98909757278602
"718",2062,1874,"Correct",1688,53.1435627,"Zebra",52,"Typical","Mouse",29.3809787767494,11351,0,1,720,907.109497299153,"straight",-0.581533074390974,-0.418619043182989,0.265213009704803
"719",2062,1822,"Correct",1659,61.04237964,"Cow",61,"Typical","Mouse",62.8522621601836,-3087.5,3,0,450,865.68561361109,"straight",-0.689413060583761,-0.477528852544686,-0.309415177988937
